neighborhood,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,age,has_garage,has_basement,has_renovation,distance_to_downtown_km,walk_score,latitude,longitude,price
Marpole,Condo,1,1,1072,0,1993,32,0,0,1,7.6,63,49.2152,-123.1359,597000
Kerrisdale,House,5,3,2688,6409,1920,105,0,1,1,9.3,52,49.2347,-123.1498,1988000
Riley Park,Condo,1,1,686,0,1960,65,1,0,0,5.1,68,49.2372,-123.1023,488000
Shaughnessy,Townhouse,2,2,1784,2671,1934,91,0,0,0,5.8,71,49.2503,-123.1396,1467000
Grandview,Condo,1,1,657,0,2018,7,0,0,1,4.6,68,49.2731,-123.0623,598000
Kerrisdale,Townhouse,3,1,1466,2695,2003,22,0,0,1,8.1,38,49.2221,-123.1628,1171000
Renfrew,Condo,1,1,1215,0,2007,18,0,0,1,10.4,39,49.2382,-123.0399,470000
Grandview,Condo,1,1,665,0,2012,13,0,0,0,4.8,76,49.2759,-123.0662,501000
Kerrisdale,House,4,3,3135,5967,2023,2,1,1,1,10.2,49,49.2349,-123.1493,2966000
Hastings-Sunrise,Townhouse,3,1,1660,2902,1941,84,1,0,1,4.3,80,49.2822,-123.0426,823000
Marpole,Townhouse,3,1,1917,1795,1967,58,0,0,1,9.0,47,49.2139,-123.1257,849000
Grandview,House,3,2,3009,5297,1922,103,1,1,1,4.8,66,49.2697,-123.0719,1655000
Coal Harbour,Condo,1,1,1031,0,1950,75,0,0,0,0.5,100,49.2935,-123.1163,989000
Fairview,Townhouse,2,1,1795,2233,2010,15,1,0,0,3.8,63,49.2621,-123.1311,1134000
Dunbar,Townhouse,2,1,1218,2200,2007,18,0,0,0,9.4,35,49.2481,-123.1888,958000
Marpole,Condo,2,1,785,0,1947,78,1,0,0,9.6,49,49.2104,-123.1239,436000
Strathcona,House,5,3,3268,6784,1937,88,0,1,0,2.4,73,49.2811,-123.092,1457000
Mount Pleasant,Townhouse,2,1,1109,2265,1974,51,0,0,1,4.2,69,49.2584,-123.1037,847000
Coal Harbour,Condo,2,1,815,0,1950,75,0,0,0,1.0,68,49.2936,-123.1216,852000
Strathcona,Condo,2,1,606,0,1987,38,0,0,0,3.3,86,49.2812,-123.094,401000
Hastings-Sunrise,Townhouse,2,2,1964,1930,1925,100,0,0,1,7.4,71,49.2802,-123.0376,862000
Dunbar,Condo,2,1,597,0,1941,84,0,0,0,9.7,43,49.2531,-123.1933,616000
Yaletown,Condo,1,1,1197,0,2007,18,0,0,0,0.5,97,49.2721,-123.13,998000
Killarney,Condo,1,1,1211,0,1998,27,0,0,0,12.9,30,49.2284,-123.0462,391000
Point Grey,Condo,2,1,857,0,2010,15,1,0,0,8.6,37,49.267,-123.1999,896000
Oakridge,House,4,2,3502,4197,1921,104,1,0,0,5.8,65,49.2198,-123.1184,1770000
Sunset,Condo,1,1,1073,0,1946,79,1,0,0,8.5,40,49.2311,-123.092,506000
Gastown,Condo,1,1,779,0,1929,96,0,0,0,0.9,94,49.287,-123.1073,577000
Coal Harbour,Condo,2,1,1027,0,1984,41,1,0,1,0.8,89,49.2861,-123.1247,960000
Yaletown,Condo,2,1,1388,0,1962,63,1,1,0,2.0,89,49.2745,-123.1179,897000
Hastings-Sunrise,House,5,3,3914,5130,1993,32,1,1,1,8.0,39,49.2791,-123.0432,1642000
Shaughnessy,House,3,3,1943,4609,1939,86,1,1,0,6.6,50,49.2402,-123.1353,2333000
Sunset,Condo,1,1,1026,0,2011,14,1,0,0,9.7,36,49.2269,-123.0946,540000
Kitsilano,House,3,2,2581,7746,1950,75,0,1,1,5.2,59,49.2669,-123.1651,1920000
Killarney,Condo,1,1,996,0,1921,104,0,0,0,15.3,30,49.2197,-123.0476,377000
Point Grey,Condo,1,1,1046,0,1993,32,0,1,0,8.4,54,49.2625,-123.2016,889000
Hastings-Sunrise,Townhouse,2,1,1559,1303,1952,73,1,0,0,6.9,54,49.2758,-123.048,629000
Oakridge,House,4,3,3447,4322,1989,36,0,1,0,6.1,61,49.2307,-123.1197,1942000
Kerrisdale,House,3,3,3007,7633,1965,60,1,1,1,8.8,37,49.2295,-123.1603,2145000
Oakridge,Condo,1,1,901,0,1940,85,1,0,1,5.5,56,49.2168,-123.1191,767000
Shaughnessy,Townhouse,2,1,1834,1551,2017,8,0,0,0,4.7,54,49.2428,-123.1307,1384000
Dunbar,House,4,3,2668,7114,1962,63,0,0,0,9.7,45,49.2597,-123.184,1914000
Yaletown,Condo,1,1,1225,0,1952,73,0,0,0,0.5,81,49.2766,-123.1152,718000
Marpole,Condo,1,1,1267,0,2001,24,0,0,0,9.4,38,49.2066,-123.1309,514000
Kitsilano,Condo,1,1,600,0,2017,8,1,0,0,5.7,55,49.2689,-123.1691,757000
Kerrisdale,House,3,3,2138,7526,1956,69,1,0,0,7.9,46,49.24,-123.1584,1685000
Fairview,House,5,2,4272,7771,1948,77,1,1,0,4.0,61,49.257,-123.1343,1795000
Renfrew,House,5,3,2349,4543,1962,63,0,1,1,8.7,51,49.2567,-123.037,1270000
Marpole,Condo,2,1,856,0,1990,35,1,1,0,8.0,45,49.2116,-123.1332,570000
Fairview,Condo,2,1,891,0,1979,46,1,0,0,1.9,90,49.256,-123.1286,815000
Kerrisdale,Condo,2,1,845,0,1993,32,0,0,1,6.8,38,49.2302,-123.1532,818000
Marpole,House,4,2,3723,6269,1974,51,0,1,0,7.6,51,49.2201,-123.1363,1379000
Marpole,Townhouse,3,1,1740,1890,1923,102,0,0,0,8.8,59,49.2078,-123.1381,843000
Riley Park,Condo,1,1,1126,0,1938,87,0,0,0,4.8,59,49.2421,-123.1091,558000
Oakridge,House,3,3,3420,6985,1989,36,1,0,1,6.2,55,49.2236,-123.1108,1958000
Dunbar,Condo,2,1,1367,0,1945,80,1,0,1,8.1,61,49.2513,-123.194,878000
Hastings-Sunrise,Condo,2,1,749,0,2019,6,0,0,1,7.0,41,49.2834,-123.0521,574000
Oakridge,Condo,2,1,874,0,1975,50,0,0,0,7.1,63,49.2214,-123.1147,732000
Yaletown,Townhouse,3,1,1330,1481,1985,40,0,0,0,1.5,100,49.2739,-123.1113,1194000
Killarney,Condo,2,1,890,0,1985,40,1,0,0,13.2,30,49.2282,-123.0478,546000
Mount Pleasant,Condo,2,1,852,0,1948,77,1,0,1,4.1,74,49.2709,-123.1076,805000
Coal Harbour,Townhouse,2,2,1421,1689,1982,43,1,0,0,0.5,84,49.293,-123.1244,1366000
Fairview,Townhouse,2,2,1344,1926,1921,104,0,0,0,3.1,82,49.2575,-123.1293,897000
Gastown,House,3,3,2726,6186,2003,22,1,1,0,1.7,83,49.2771,-123.1199,1672000
Shaughnessy,House,5,3,2620,4672,2022,3,1,1,0,7.2,64,49.2443,-123.1409,2809000
Marpole,Condo,1,1,1047,0,1993,32,0,0,1,7.3,57,49.2166,-123.131,559000
Gastown,Townhouse,2,1,1323,1338,1933,92,0,0,0,0.5,86,49.2891,-123.097,835000
Yaletown,Condo,2,1,1064,0,1946,79,0,0,0,0.5,78,49.268,-123.1213,696000
Strathcona,Condo,2,1,1062,0,1973,52,1,0,0,2.6,100,49.2788,-123.0934,518000
Riley Park,House,5,2,3342,4295,1998,27,1,1,1,3.8,68,49.2401,-123.1016,1740000
Sunset,House,5,3,3508,7699,2019,6,1,1,0,10.9,41,49.2203,-123.0889,1702000
Fairview,Condo,2,1,735,0,1928,97,0,1,1,3.1,72,49.2685,-123.1321,658000
Yaletown,Condo,1,1,879,0,1978,47,0,0,1,2.2,76,49.2673,-123.1257,767000
Mount Pleasant,Townhouse,3,1,1000,2110,1955,70,0,0,1,4.9,54,49.253,-123.0983,964000
Marpole,Condo,1,1,1056,0,1941,84,0,0,0,7.4,41,49.216,-123.1301,552000
Yaletown,House,5,2,2749,7571,2011,14,1,1,1,1.1,87,49.2763,-123.1227,2779000
Strathcona,Townhouse,3,2,1608,1873,2000,25,0,0,0,5.8,65,49.2689,-123.0905,622000
Marpole,House,4,2,2933,5958,1984,41,1,0,0,8.1,47,49.2157,-123.1282,1531000
Yaletown,Townhouse,2,2,1705,2543,2003,22,0,0,1,1.3,76,49.2769,-123.1199,1363000
Yaletown,Condo,1,1,1000,0,1978,47,0,0,1,0.5,94,49.2713,-123.1209,818000
Shaughnessy,Condo,2,1,1047,0,1989,36,0,0,1,6.7,75,49.2473,-123.1357,1169000
Point Grey,Condo,2,1,888,0,1963,62,0,0,1,8.5,40,49.2735,-123.1987,782000
Shaughnessy,Townhouse,3,2,2021,1433,1965,60,0,0,1,7.5,54,49.2371,-123.1319,1634000
Riley Park,Townhouse,2,1,1527,2798,1970,55,0,0,1,6.3,46,49.2444,-123.1036,835000
West End,Condo,1,1,1063,0,1968,57,1,0,1,1.9,81,49.2828,-123.1285,773000
